table,field,ddl_declaration,ddl_not_null,source_path,source_line,manifest_planes,build_disposition,capability,recommended_timing,recommended_owner,recommendation
mesh.network_account_profile_address,address_line2,text,False,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.network_account_profile_address,locality,text NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.network_account_profile_address,administrative_area,text,False,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.network_account_profile_address,postal_code,text,False,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.network_account_profile_address,country_code,character(2) NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.network_account_profile_address,effective_from,date NOT NULL DEFAULT CURRENT_DATE,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.network_account_profile_address,effective_until,date,False,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.network_account_profile_address,status,text NOT NULL DEFAULT 'active',True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.network_account_profile_address,created_at,timestamptz NOT NULL DEFAULT clock_timestamp(),True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.network_account_profile_address,created_by,uuid NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.network_account_profile_address,updated_at,timestamptz,False,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.network_account_profile_address,updated_by,uuid,False,server/db/ddl/planes/mesh/mesh/11_grants.sql,1937,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.bank_account_retrieval_evidence,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.bank_account_retrieval_evidence,recipient_tenant_id,uuid NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.bank_account_retrieval_evidence,recipient_account_id,uuid NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.bank_account_retrieval_evidence,disclosure_id,uuid NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.bank_account_retrieval_evidence,purpose_code,text NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.bank_account_retrieval_evidence,disclosure_version,integer NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.bank_account_retrieval_evidence,protection_key_version,integer NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.bank_account_retrieval_evidence,protected_token_hash,char(64) NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.bank_account_retrieval_evidence,command_fingerprint,char(64) NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.bank_account_retrieval_evidence,idempotency_key,text NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.bank_account_retrieval_evidence,authorized_until,timestamptz NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.bank_account_retrieval_evidence,retrieved_at,timestamptz NOT NULL DEFAULT clock_timestamp(),True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.bank_account_retrieval_evidence,retrieved_by,uuid NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,1980,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.canonical_party_correlation_case,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.canonical_party_correlation_case,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.canonical_party_correlation_case,network_account_id,uuid NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.canonical_party_correlation_case,current_canonical_party_id,uuid,False,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.canonical_party_correlation_case,proposed_canonical_party_id,uuid NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.canonical_party_correlation_case,reason,text NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.canonical_party_correlation_case,resolution_reason,text,False,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.canonical_party_correlation_case,status,text NOT NULL DEFAULT 'open',True,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.canonical_party_correlation_case,row_version,bigint NOT NULL DEFAULT 1,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
mesh.canonical_party_correlation_case,opened_by,uuid NOT NULL,True,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.canonical_party_correlation_case,resolved_by,uuid,False,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.canonical_party_correlation_case,resolved_at,timestamptz,False,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,Registration or relevant exchange stage,Partner + internal acceptance,Exchange/projection fields are service-owned; supplier assertions require scoped internal acceptance.
mesh.canonical_party_correlation_case,created_at,timestamptz NOT NULL DEFAULT clock_timestamp(),True,server/db/ddl/planes/mesh/mesh/11_grants.sql,2010,mesh,Source definition; verify deployment separately,MESH collaboration,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.business_partner_qualification,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.business_partner_qualification,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.business_partner_qualification,business_partner_id,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,partner_role,master.partner_role_d NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,role_id,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,operating_organization_id,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,company_code_id,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,commodity_capability_id,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,qualification_type_code,text NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,idempotency_key,text NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.business_partner_qualification,decision,control.qualification_decision_d NOT NULL DEFAULT 'pending',True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.business_partner_qualification,decision_reason,text,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.business_partner_qualification,risk_assessment_id,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,effective_from,date,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,effective_until,date,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,reviewed_at,timestamptz,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.business_partner_qualification,reviewed_by,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.business_partner_qualification,approved_at,timestamptz,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.business_partner_qualification,approved_by,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.business_partner_qualification,next_review_at,date,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.business_partner_qualification,decision_idempotency_key,text,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.business_partner_qualification,decision_fingerprint,text,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.business_partner_qualification,row_version,bigint NOT NULL DEFAULT 1,True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.business_partner_qualification,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
control.business_partner_qualification,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.business_partner_qualification,created_by,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.business_partner_qualification,updated_at,timestamptz,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.business_partner_qualification,updated_by,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,208,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,business_partner_id,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,supplier_id,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,operating_organization_id,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,company_code_id,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,country_code,character(2),False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,channel_code,text,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,commodity_category_id,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,effective_from,date NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,effective_until,date,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,rationale,text NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,status,control.supplier_preference_status_d NOT NULL DEFAULT 'pending',True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,idempotency_key,text NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,decision_reason,text,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.supplier_preference_designation,reviewed_at,timestamptz,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.supplier_preference_designation,reviewed_by,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.supplier_preference_designation,approved_at,timestamptz,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.supplier_preference_designation,approved_by,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.supplier_preference_designation,decision_idempotency_key,text,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,decision_fingerprint,text,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,revocation_reason,text,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized internal reviewer / eligibility service,Scope and effective dates matter; designation is not blanket eligibility.
control.supplier_preference_designation,revoked_at,timestamptz,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.supplier_preference_designation,revoked_by,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
control.supplier_preference_designation,revocation_idempotency_key,text,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,revocation_fingerprint,text,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,row_version,bigint NOT NULL DEFAULT 1,True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,Evaluate at every operation; decide before applicable gate,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
control.supplier_preference_designation,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,created_by,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,updated_at,timestamptz,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.supplier_preference_designation,updated_by,uuid,False,server/db/ddl/planes/neon/control/03_tables.sql,276,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.customer_account_designation,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
control.customer_account_designation,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/control/03_tables.sql,347,neon,Source definition; verify deployment separately,Eligibility and decisions,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
